html_url;description;organisation;research_group;project;language
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Metformin-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Repaglinide-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Trimethoprim-Pioglitazone-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Trimethoprim-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Levonorgestrel;Whole-body PBPK model of levonorgestrel with and without ethinyl estradiol as CYP3A4 DDI victim drug;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Verapamil-DDI;Modeling of published clinical Cimetidine-Verapamil-DDI studies for model evaluation ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Alprazolam-DDI;Modeling of published clinical Cimetidine-Alprazolam-DDI studies for model evaluation ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Triazolam-DDI;Modeling of published clinical Cimetidine-Triazolam-DDI studies for model evaluation ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Alfentanil-DDI;Modeling of published clinical Cimetidine-Alfentanil-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Furosemide-Model;Whole-body PBPK model of furosemide (OAT victim drug) ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Probenecid-Model;Whole-body PBPK model of probenecid (OAT perpetrator drug);startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Probenecid-Furosemide-DDI;Modeling of published clinical Probenecid-Furosemide-DDI studies for model evaluation ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Probenecid-Rifampicin-DDI;Modeling of published clinical Probenecid-Rifampicin-DDI studies for model evaluation ;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Verapamil-DDI;Modeling of published clinical Rifampicin-Verapamil-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/BE-Studies;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Ethinylestradiol-Model;Whole-body PBPK model of ethinylestradiol as CYP1A2 DDI perpetrator drug;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Mexiletine-Model;Whole-body PBPK model of mexiletine as CYP1A2 DDI substrate and inhibitor drug;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Moclobemide-Model;Whole-body PBPK model of moclobemide as  a substrate and a moderate inhibitor of CYP2C19;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Omeprazole-Model;Whole-body PBPK model of omeprazole as a substrate of CYP2C19 and CYP3A4 and an inhibitor of CYP2C19.;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/S-Mephenytoin-Model;Whole-body PBPK model of s-mephenytoin as a substrate of CYP2C19;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Tizanidine-Model;Whole-body PBPK model of tizanidine as a substrate of CYP1A2;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Metoprolol-Model;PBPK model of metoprolol and metoprolol-CYP2D6 drug-gene interactions;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ethinylestradiol-Caffeine-DDI;Modeling of published clinical Ethinylestradiol-Caffeine-DDI studies for model evaluation.;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Mexiletine-Caffeine-DDI;Modeling of published clinical Mexiletine-Caffeine-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluvoxamine-Mexiletine-DDI;Modeling of published clinical Fluvoxamine-Mexiletine-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ethinylestradiol-Tizanidine-DDI;Modeling of published clinical Ethinylestradiol-Tizanidine-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluvoxamine-Tizanidine-DDI;Modeling of published clinical Fluvoxamine-Tizanidine-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Mexiletine-Tizanidine-DDI;Modeling of published clinical Mexiletine-Tizanidine-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluvoxamine-Omeprazole-DDI;Modeling of published clinical Fluvoxamine-Omeprazole-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Moclobemide-Omeprazole-DDI;Modeling of published clinical Moclobemide-Omeprazole-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluvoxamine-S-mephenytoin-DDI;Modeling of published clinical Fluvoxamine-S-mephenytoin-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Qualification-DDI-CYP1A2;Qualification of OSP platform for CYP1A2-mediated DDI;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Qualification-DDI-CYP2C19;Qualification of OSP platform for CYP2C19-mediated DDI;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Inhalation-model;Implementation of inhalation model in MoBi;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/OSPSuite-Epics;Repository used to define epics for our releases;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Quetiapine-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Aripiprazole-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Bupropion-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Bupropion-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluvoxamine-Voriconazole-Bupropion-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/PharMetrX-Workshop-April-2021;Training materials for the PharMetrX OSP PBPK workshop, online, April 2021;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Carbamazepine-Model;PBPK model of carbamazepine as CYP3A4 and CYP2B6 substrate and inducer;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Carbamazepine-Alprazolam-DDI;Modeling of published clinical Carbamazepine-Alprazolam-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Carbamazepine-Bupropion-DDI;Modeling of published clinical Carbamazepine-Bupropion-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Erythromycin-Carbamazepine-DDI;Modeling of published clinical Erythromycin-Carbamazepine DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Carbamazepine-Efavirenz-DDI;Modeling of published clinical Carbamazepine-Efavirenz DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/FDA-OSP-workshop-April-2021;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Irinotecan-Model;Whole-body PBPK model of Irinotecan (CPT-11) & SN-38 determining tumor tissue kinetics of both parent drug & active metabolite.;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/IVIVC-with-particle-dissolution-module-in-OSP;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/OSPSuite.ParameterIdentification;R package for parameter identification for OSPS models;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Cabozantinib-Model;Cabozantinib PBPK;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Docker-Base-Images;;startup;open_systems_pharmacology;no_research;Shell
https://github.com/Open-Systems-Pharmacology/Docker-Images;Temporary solution - images are created manually. Later docker images should be created automatically as part of CI;startup;open_systems_pharmacology;no_research;Shell
https://github.com/Open-Systems-Pharmacology/Docker-Images-Ospsuite-R;Temporary solution - images are created manually. Later docker images should be created automatically as part of CI;startup;open_systems_pharmacology;no_research;Shell
https://github.com/Open-Systems-Pharmacology/Docker-Images-ReportingEngine;Temporary solution - images are created manually. Later docker images should be created automatically as part of CI;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Fluconazole-Model;Whole-body PBPK model of fluconazole ;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/BIGS-Workshop-2021---University-of-Bonn;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Finerenone-Model;Whole-body PBPK model of finerenone (KERENDIA).;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Alfentanil-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Amikacin-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Raltegravir-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Montelukast-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Sufentanil-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Vancomycin-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluconazole-Alfentanil-DDI;Modeling of published clinical Fluconazole-Alfentanil-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluconazole-Midazolam-DDI;Modeling of published clinical Fluconazole-Midazolam-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Fluconazole-Triazolam-DDI;Modeling of published clinical Fluconazole-Triazolam-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Propofol-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Propofol-Model;Whole-body pbpbk model of Propofol;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Pediatric_Qualification_Package_UGT1A1_Ontogeny;Pediatric Qualification Package for UGT1A1 Ontogeny;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Rifampicin-Rosuvastatin-DDI;Modeling of published clinical Rifampicin-Rosuvastatin-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Gemfibrozil-Rosuvastatin-DDI;Modeling of published clinical Gemfibrozil-Rosuvastatin-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Probenecid-Rosuvastatin-DDI;Modeling of published clinical Probenecid-Rosuvastatin-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rosuvastatin-Model;Whole-body PBPK model of rosuvastatin (OATP1B1/OATP1B3/BCRP DDI victim drug);startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Pediatric_Qualification_Package_UGT1A9_Ontogeny;Pediatric Qualification Package for UGT1A9 Ontogeny ;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/OSPSuite.BuildingBlockTemplates;List of PK-Sim building block templates available on demand for PK-Sim users;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/OSPSuite.RUtils;Utility functions for Open Systems Pharmacology R packages;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/AGePOP-OSP-Workshop-2021;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Olanzapine-Model;PBPK model of olanzapine;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Lactation-PBPK-model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/.github;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/TestCases;Test cases for the new OSP features;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Dextromethorphan-Model;PBPK Model of Dextromethorphan and its Metabolites;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/PharMetrX-Workshop-April-2022;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/2022_june_pbpk_page_workshop;Leveraging in vitro data for MIDD pre-PAGE 2-day workshop ;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Workflows;Reusable workflows (e.g. GitHub Actions) which can be used in any OSP repository;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Cimetidine-Carbamazepine-DDI;Modeling of published clinical Cimetidine-Carbamazepine DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Carbamazepine-Midazolam-DDI;Modeling of published clinical Carbamazepine-Midazolam-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Clopidogrel-Model;Whole-body parent-metabolite PBPK model of Clopidogrel for CYP2B6, CYP2C8, CYP2C19, and CYP3A4 DDGI Predictions;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Clopidogrel-Bupropion-DDI;Modeling of published clinical Clopidogrel-Bupropion-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Clopidogrel-Montelukast-DDI;Modeling of published clinical Clopidogrel-Montelukast-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Clopidogrel-Pioglitazone-DDI;Modeling of published clinical Clopidogrel-Pioglitazone-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Clopidogrel-Repaglinide-DDI;Modeling of published clinical Clopidogrel-Repaglinide-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Omeprazole-Clopidogrel-DDI;Modeling of published clinical Omeprazole-Clopidogrel-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Clopidogrel-DDI;Modeling of published clinical Rifampicin-Clopidogrel-DDI studies for model evaluation;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Creatinine-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/N1-Methylnicotinamide-NMN-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Creatinine-drug-biomaker-interactions;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/N1-Methylnicotinamide-NMN-drug-biomaker-interactions;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Sildenafil-Model;;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Felodipine-Model;;startup;open_systems_pharmacology;research;MATLAB
https://github.com/Open-Systems-Pharmacology/Voriconazole-Model;Whole-body PBPK model of voriconazole as CYP2C19 substrate and CYP3A4 perpetrator drug;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Birds-PBK-Model;;startup;open_systems_pharmacology;research;HTML
https://github.com/Open-Systems-Pharmacology/Thyroid-Hormones-PB-QSP-Model;Physiology-based systems pharmacology model of thyroid hormones regulation in rat and human;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/dAb2-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Inulin-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/MEDI524-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/MEDI524YTE-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/CDA1-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/BAY794620-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Qualification-CKD;Chronic Kidney Disease - Qualification of PK-Sim implementation;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Tefibazumab-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/7E3-Model;;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Erythromycin-Digoxin-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Digoxin-Pediatrics;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Warfarin-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Pediatric_Qualification_Package_P-gp_Ontogeny;Pediatric Qualification Package P-gp Ontogeny;startup;open_systems_pharmacology;research;R
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Midazolam-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Alfentanil-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Digoxin-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Alprazolam-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Ketoconazole-Triazolam-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/pharmetheus_pbpk_workshop;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/PharMetrX-Workshop-March-2023;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/developer-docs;;startup;open_systems_pharmacology;no_research;
https://github.com/Open-Systems-Pharmacology/Quinidine-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Quinidine-DDGI-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Tacrolimus-Model;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Itraconazole-Tacrolimus-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Voriconazole-Tacrolimus-DDGI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Rifampicin-Tacrolimus-DDI;;startup;open_systems_pharmacology;research;
https://github.com/Open-Systems-Pharmacology/Sundials;;startup;open_systems_pharmacology;no_research;
https://github.com/potsdamer-buergerstiftung/inselbuehne;Die Website der Inselbühne Potsdam;startup;potsdamer_bürgerstiftung;no_research;TypeScript
https://github.com/potsdamer-buergerstiftung/projects;A monorepo that holds all of our web-related projects;startup;potsdamer_bürgerstiftung;no_research;Vue
https://github.com/potsdamer-buergerstiftung/portal;Our web portal for volunteer and content management;startup;potsdamer_bürgerstiftung;no_research;TypeScript
https://github.com/potsdamer-buergerstiftung/app;The app designed for volunteers at Potsdam Civic Foundation;startup;potsdamer_bürgerstiftung;no_research;C++
https://github.com/potsdamer-buergerstiftung/umami;Umami is a simple, fast, privacy-focused alternative to Google Analytics.;startup;potsdamer_bürgerstiftung;no_research;
https://github.com/potsdamer-buergerstiftung/web;;startup;potsdamer_bürgerstiftung;no_research;TypeScript
https://github.com/aeye-lab/pymovements;A python package for processing eye movement data;up;aeya;research;Python
https://github.com/aeye-lab/etra-fairness;;up;aeya;research;Jupyter Notebook
https://github.com/aeye-lab/etra-reading-comprehension;;up;aeya;research;Python
https://github.com/aeye-lab/ecml-ADHD;;up;aeya;research;Python
https://github.com/aeye-lab/neurips-gmml-2022-xai-eye-tracking-evaluation;;up;aeya;no_research;Python
https://github.com/aeye-lab/pymovements-conda-staged-recipes;A place to submit conda recipes before they become fully fledged conda-forge feedstocks;up;aeya;no_research;Python
https://github.com/aeye-lab/pymovements-toy-dataset;Example toy dataset resource for the pymovements package;up;aeya;no_research;
https://github.com/aeye-lab/Eyettention;;up;aeya;research;Python
https://github.com/aeye-lab/sp-eyegan;;up;aeya;research;Jupyter Notebook
https://github.com/aeye-lab/etra-2023-bridging-the-gap;;up;aeya;no_research;Jupyter Notebook
https://github.com/aeye-lab/pymovements-toy-dataset-eyelink;;up;aeya;no_research;AGS Script
https://github.com/potassco/lc2casp;A translator for logic programs with constraint atoms to CASP.;up;potassco;no_research;C++
https://github.com/potassco/clingo;🤔 A grounder and solver for logic programs.;up;potassco;research;C++
https://github.com/potassco/clasp;⚙️ A conflict-driven nogood learning answer set solver;up;potassco;research;C++
https://github.com/potassco/ginkgo;🌱 Generalize learned constraints with ASP;up;potassco;research;C++
https://github.com/potassco/xclasp;A variant of the clasp solver for extracting learned constraints;up;potassco;no_research;
https://github.com/potassco/plasp;🗺️ ASP planning tools for PDDL;up;potassco;research;C++
https://github.com/potassco/libcsp;;up;potassco;no_research;C++
https://github.com/potassco/clingcon;⛓️ Extension of clingo to handle constraints over integers;up;potassco;research;C++
https://github.com/potassco/potassco.github.io;ℹ️ The Potassco website;up;potassco;no_research;HTML
https://github.com/potassco/libpotassco;🧱 A utility library used by various potassco projects;up;potassco;research;C++
https://github.com/potassco/clingo-rs;🗝️ Rust bindings to the clingo library;up;potassco;research;Rust
https://github.com/potassco/clingoLP;Theory propagator for linear programming using clingo theory language and interface.;up;potassco;research;Python
https://github.com/potassco/clingo-dl;📏 Theory propagator for difference logic using clingo's theory language and C++ API.;up;potassco;research;C++
https://github.com/potassco/asprin;💊 Qualitative and quantitative optimization in answer set programming;up;potassco;research;Python
https://github.com/potassco/pddl-instances;🌍 PDDL instances covering the International Planning Competitions;up;potassco;no_research;Common Lisp
https://github.com/potassco/anthem;🎼 Translate answer set programs to first-order theorem prover language;up;potassco;research;Rust
https://github.com/potassco/fz2aspif;Translating flatzinc format to ASP intermediate language aspif. To be used with clingcon-3.x series.;up;potassco;no_research;C++
https://github.com/potassco/coala;coala is a translation tool for BC to ASP;up;potassco;research;Python
https://github.com/potassco/acclingo;Automatic algorithm configuration for clingo;up;potassco;research;Python
https://github.com/potassco/asprilo-encodings;Collection of ASP encodings for asprilo;up;potassco;no_research;CLIPS
https://github.com/potassco/asprilo;🤖 ASPRILO, an intra-logistics benchmark suite for answer set programming;up;potassco;no_research;Python
https://github.com/potassco/planner;An ASP-based planner;up;potassco;research;Python
https://github.com/potassco/aspcud;A solver for package problems in CUDF format;up;potassco;research;C++
https://github.com/potassco/guide;🦮 An introduction to our Answer Set Programming tools focusing on gringo, clingo, and clasp.;up;potassco;no_research;TeX
https://github.com/potassco/benchmark-tool;🏎️ Git-mirror of the benchmark-tool;up;potassco;no_research;Python
https://github.com/potassco/tel;;up;potassco;no_research;Haskell
https://github.com/potassco/telingo;🕰️ A solver for temporal programs.;up;potassco;no_research;Python
https://github.com/potassco/conda;📦 Conda recepies for potassco projects.;up;potassco;no_research;Python
https://github.com/potassco/qasp2qbf;🧊 A translator from quantified answer set programming to quantified boolean formula;up;potassco;research;Python
https://github.com/potassco/xorro;⚔️ A solver for programs with XOR constraints.;up;potassco;research;Python
https://github.com/potassco/asprilo-seminar;;up;potassco;no_research;
https://github.com/potassco/asp-planning-benchmarks;A repository of ASP planning benchmarks;up;potassco;no_research;ASP
https://github.com/potassco/aspStream;A simple approach to stream reasoning in clingo;up;potassco;no_research;Python
https://github.com/potassco/multiclingo;A simple approach to multi-shot solving with clingo;up;potassco;no_research;Python
https://github.com/potassco/guess_and_check;Guess and Check Answer Set Programming;up;potassco;no_research;Python
https://github.com/potassco/clorm;🗃️ A Python ORM-like interface for the Clingo Answer Set Programming (ASP) reasoner;up;potassco;research;Python
https://github.com/potassco/train-scheduling-with-clingo-dl;🚄 Benchmark scripts, encodings and instances for train scheduling with clingo-dl;up;potassco;research;Python
https://github.com/potassco/clingo-vs-telingo-planning;;up;potassco;research;ASP
https://github.com/potassco/clingo_derive;derive macro for the clingo::ToSymbol trait;up;potassco;no_research;Rust
https://github.com/potassco/eclingo;🧠 A solver for epistemic logic programs.;up;potassco;research;Python
https://github.com/potassco/eclingo-prototype;Epistemic logic programming with clingo;up;potassco;research;Python
https://github.com/potassco/teaspoon;🥄 ASP encodings to solve the curriculum-based course timetabling problem;up;potassco;research;C++
https://github.com/potassco/train-scheduling-with-hybrid-asp;"🚂 Benchmark instances and encoding for the paper ""Train Scheduling With Hybrid Answer Set Programming""";up;potassco;research;Python
https://github.com/potassco/tefoli;🐙 Theory Loading For Clingo;up;potassco;research;Python
https://github.com/potassco/clingo-cmake-example;🏗️ Example how to use the clingo library in a cmake based project.;up;potassco;research;C
https://github.com/potassco/asp-date-lib;📅 ASP Library for dates ;up;potassco;research;Python
https://github.com/potassco/xls2asp;📊 Convert excel spreadsheets to ASP facts;up;potassco;research;Python
https://github.com/potassco/aspic-legacy;🏚️ aspic legacy code: last development snapshot from Sep 2016.;up;potassco;research;Python
https://github.com/potassco/flatzinc;🫓 A parser for the FlatZinc modelling language;up;potassco;research;Rust
https://github.com/potassco/foliage;🍁 Rust crate for first-order logic with integer arithmetics;up;potassco;research;Rust
https://github.com/potassco/fzn2lp;🥞 A converter from FlatZinc into an ASP fact format;up;potassco;research;Rust
https://github.com/potassco/flatzingo;:flamingo: A flatzinc frontend for clingcon ;up;potassco;research;Python
https://github.com/potassco/clingo-sys;Raw Rust FFI bindings to the C API of clingo library;up;potassco;research;Rust
https://github.com/potassco/python-clingox;🧰 Library with auxilary functions to use along with the clingo module.;up;potassco;no_research;Python
https://github.com/potassco/clingo-server;🌐 Clingo via HTTP;up;potassco;research;Rust
https://github.com/potassco/clingomil;Meta-interpretive learning in clingo;up;potassco;research;Python
https://github.com/potassco/clingo-lpx;🧮 A simplistic simplex solver for checking satisfiability of a set of equations.;up;potassco;research;C++
https://github.com/potassco/clingo-dl-theory-rs;Raw Rust FFI bindings to the C API of clingo-dl library ;up;potassco;no_research;Rust
https://github.com/potassco/mu-gringo;🌱 A prototypical grounder implementation;up;potassco;no_research;Rust
https://github.com/potassco/clingcon-theory-rs;Raw Rust FFI bindings to the C API of clingcon library ;up;potassco;no_research;Rust
https://github.com/potassco/atlingo;Automata for dynamic answer set solving;up;potassco;no_research;C++
https://github.com/potassco/tree-sitter-clingo;🌳 Clingo grammar for tree-sitter;up;potassco;no_research;C
https://github.com/potassco/clintest;🧪 A test framework for clingo programs;up;potassco;no_research;Python
https://github.com/potassco/clingraph;🕸️ A visualizer for graphs defined as logic programs;up;potassco;research;Python
https://github.com/potassco/clingofmt;♻️ Experimental formatter for clingo code;up;potassco;no_research;Rust
https://github.com/potassco/mapf-subgraph-system;🕵️ Solving MAPF under map-to-subgraph transformation with SAT and ASP;up;potassco;research;C++
https://github.com/potassco/mapf-subgraph-instances;Instance set for Solving MAPF under map-to-subgraph transformation;up;potassco;no_research;
https://github.com/potassco/clingo-xor; 📟 Clingo + XOR-constraints + Simplex;up;potassco;research;C++
https://github.com/potassco/plingo;🍀 A system for probabilistic reasoning in clingo;up;potassco;research;Python
https://github.com/potassco/clinguin;🐧 Clingo Interactive UI;up;potassco;no_research;Python
https://github.com/potassco/configuration-encoding;🧩 An encoding for solving configuration problems with ASP;up;potassco;no_research;Python
